sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Kilifi,05/11/2025,80.85,56.55,4.48,2.8,0.35,1.26,1.75,3.97,1.25,0.78,1.42,0.41,Severe,Significant wall thinning
Mbeya,20/05/2023,70.47,49.29,17.2,0.6,0.92,3.29,0.54,3.08,0.76,0.93,0.43,0.14,Moderate,General surface corrosion
Shinyanga,19/02/2025,63.92,44.71,26.22,0.4,0.03,2.57,1.38,2.1,0.79,0.76,0.18,0.07,Moderate,Moderate pitting observed
Shinyanga,07/05/2020,54.35,38.01,23.64,1.12,1.21,5.14,1.12,6.41,0.4,1.68,1.24,0.57,Very Low,Stable protective coating
Kilifi,06/09/2020,35.48,24.82,43.65,1.09,0.55,1.7,2.23,5.99,0.14,2.41,1.43,0.65,Low,Minor surface oxidation
Mtwara,15/05/2025,67.0,46.86,21.66,1.91,0.23,4.07,1.28,0.72,0.54,1.0,0.48,0.42,Moderate,Moderate crevice corrosion
Arusha,03/07/2024,59.76,41.8,41.45,0.92,0.05,0.2,0.1,0.5,0.06,0.1,0.05,0.05,Low,Acceptable corrosion rates
Musoma,12/10/2024,62.95,44.03,38.5,0.69,0.05,0.2,0.1,0.5,0.08,0.1,0.05,0.05,Low,Light surface scaling
Madimba,18/03/2021,75.72,52.96,12.75,1.77,0.46,0.74,2.01,1.84,0.35,0.44,1.33,0.39,Moderate,General surface corrosion
Ruvuma,01/07/2025,83.29,58.25,2.49,0.92,0.45,4.79,1.75,1.91,0.75,1.59,0.3,0.27,Severe,Rapid corrosion propagation
Dar es Salaam,21/12/2024,63.87,44.67,25.0,0.24,1.0,4.11,0.14,1.21,0.53,0.48,1.42,0.24,Moderate,Erosive wear from particulate ingress
Musoma,28/10/2020,59.32,41.49,23.28,0.38,0.8,0.33,2.31,6.14,0.23,1.76,1.49,0.77,Very Low,Excellent corrosion resistance
Mbeya,26/11/2020,53.28,37.26,37.65,0.9,0.72,1.73,0.72,2.13,0.19,0.85,0.22,0.73,Low,Minimal corrosion activity
Rukwa,12/08/2023,37.34,26.11,34.91,0.35,2.12,6.65,1.97,9.67,0.1,1.43,1.66,0.4,Very Low,Negligible corrosion detected
Zanzibar,30/08/2021,86.34,60.39,4.64,2.98,0.49,0.9,1.07,0.44,0.91,1.04,0.4,0.49,Severe,Rapid corrosion propagation
Tanga,26/09/2020,37.03,25.9,43.53,0.74,1.92,2.37,0.85,5.83,0.29,1.42,0.92,0.68,Low,Slight discoloration only
Cyclone,31/05/2021,78.87,55.17,8.79,1.62,0.41,3.01,1.75,0.5,0.44,1.37,1.56,0.43,High,Critical structural degradation
Shinyanga,31/01/2023,62.51,43.72,34.35,0.94,0.16,0.25,0.41,0.58,0.13,0.19,0.12,0.36,Low,Light surface scaling
Bukoba,24/08/2023,65.12,45.55,13.12,1.27,0.95,3.87,2.53,4.65,0.77,2.61,1.86,0.06,Moderate,Selective corrosion activity
Pwani,09/04/2024,48.87,34.18,30.53,0.43,1.23,6.6,1.8,3.42,0.16,2.99,0.55,0.22,Low,Minor surface oxidation
Shinyanga,13/12/2025,74.39,52.03,15.68,0.15,0.92,0.83,0.55,2.42,0.74,1.82,0.39,0.34,Moderate,Erosive wear from particulate ingress
Njombe,22/04/2023,90.42,63.24,6.7,3.81,0.05,0.2,0.1,0.5,1.4,0.1,0.05,0.05,Severe,Deep penetration corrosion
Kilifi,01/02/2025,71.08,49.72,27.76,0.34,-0.0,0.07,0.0,0.2,0.55,0.07,0.0,0.01,Moderate,Erosive wear from particulate ingress
Madimba,01/09/2025,69.01,48.27,22.42,0.52,0.03,2.49,0.54,1.25,0.65,0.97,0.71,0.78,Moderate,General surface corrosion
Dar es Salaam,28/10/2024,80.64,56.4,1.69,2.43,0.84,2.1,0.38,3.29,1.36,2.85,0.57,0.29,High,Aggressive pitting corrosion
Ruvuma,10/02/2021,49.07,34.32,41.13,1.12,0.22,1.25,0.48,2.85,0.21,1.53,0.42,0.79,Low,Minimal corrosion activity
Mbeya,13/04/2021,55.42,38.76,31.82,1.12,0.71,0.63,1.28,1.93,0.05,2.39,0.87,0.45,Low,Acceptable corrosion rates
Pemba,30/05/2022,74.69,52.24,25.15,0.69,0.05,0.2,0.1,0.5,0.52,0.1,0.05,0.05,Moderate,Moderate crevice corrosion
Songosongo,27/10/2024,61.79,43.22,21.96,0.79,0.43,2.79,2.49,5.61,0.3,0.17,0.06,0.23,Moderate,Selective corrosion activity
Kagera,23/01/2025,75.73,52.97,2.29,2.41,1.51,3.89,2.22,6.32,0.86,0.94,1.42,0.34,Severe,Rapid corrosion propagation
Ruvuma,24/07/2022,76.13,53.25,23.3,1.2,0.05,0.2,0.1,0.5,0.42,0.1,0.05,0.05,Moderate,Erosive wear from particulate ingress
Cyclone,21/08/2024,53.94,37.73,31.54,0.73,0.29,4.85,2.77,1.36,0.27,1.63,0.64,0.65,Low,Minor surface oxidation
Lindi,20/10/2023,67.6,47.28,20.58,1.86,0.72,0.41,0.07,0.45,0.48,2.75,0.94,0.68,Moderate,Moderate crevice corrosion
Shinyanga,31/01/2025,69.02,48.27,25.34,0.66,0.59,0.5,0.45,0.38,0.26,0.45,0.31,0.54,Moderate,General surface corrosion
Songosongo,21/06/2024,30.89,21.6,42.89,0.62,1.21,5.06,2.04,9.8,0.35,1.91,0.3,0.44,Low,Protective oxide layer formation
Kilifi,30/08/2024,63.84,44.65,15.2,0.32,0.4,6.47,1.78,3.75,0.18,1.86,0.69,0.68,Moderate,Erosive wear from particulate ingress
Shinyanga,24/01/2021,59.32,41.49,40.6,0.59,0.05,0.2,0.1,0.5,0.16,0.1,0.05,0.05,Low,Minor surface oxidation
Mtwara,04/07/2023,72.29,50.56,15.67,1.59,1.4,0.4,1.81,0.6,0.78,2.01,0.82,0.03,Moderate,Selective corrosion activity
Morogoro,14/10/2024,59.12,41.35,27.91,1.35,1.04,1.75,0.85,2.8,0.57,2.07,0.76,0.24,Moderate,Moderate crevice corrosion
Iringa,04/07/2023,77.65,54.31,10.01,3.63,0.1,2.45,0.95,3.2,0.54,0.36,0.39,0.34,Severe,Severe localized attack
Cyclone,10/11/2022,44.9,31.4,40.25,0.86,0.66,1.4,1.38,2.06,0.13,2.67,0.76,0.69,Low,Minimal corrosion activity
Zanzibar,13/03/2024,67.32,47.08,19.85,1.74,1.78,0.96,1.24,0.63,0.59,1.54,1.94,0.68,Moderate,Uniform corrosion with scaling
Mtwara,17/09/2021,77.17,53.98,18.29,1.41,0.11,0.25,0.66,0.31,0.61,0.37,0.25,0.57,Moderate,Moderate pitting observed
Lindi,26/04/2025,64.16,44.87,16.7,0.33,1.27,3.52,1.52,3.32,0.79,2.66,1.39,0.32,Moderate,General surface corrosion
Tanga,01/10/2020,57.61,40.29,40.8,0.82,-0.0,0.1,0.05,0.29,0.26,0.07,0.01,0.01,Very Low,Stable protective coating
Shinyanga,08/01/2021,59.79,41.82,24.98,1.47,1.06,1.41,0.55,2.79,0.24,2.23,0.44,0.25,Moderate,General surface corrosion
Madimba,15/12/2020,91.97,64.33,6.06,4.06,0.05,0.2,0.1,0.5,1.09,0.1,0.05,0.05,High,Advanced galvanic corrosion
Mwanza,16/01/2021,64.22,44.91,20.7,1.01,0.76,2.78,0.98,3.02,0.33,2.33,0.67,0.76,Moderate,Selective corrosion activity
Pwani,03/11/2024,94.65,66.2,5.16,3.36,0.05,0.2,0.1,0.5,0.71,0.1,0.05,0.05,Severe,Critical stress corrosion cracking
Arusha,30/01/2021,64.36,45.01,24.11,1.82,0.39,1.42,1.02,2.83,0.79,1.33,0.3,0.35,Moderate,Uniform corrosion with scaling
Morogoro,06/03/2024,75.07,52.5,15.71,1.53,0.24,2.56,0.59,1.54,0.79,0.47,0.31,0.43,Moderate,Selective corrosion activity
Tabora,16/06/2021,64.28,44.96,26.33,0.99,0.53,2.53,0.88,1.13,0.51,0.3,1.37,0.68,Moderate,Erosive wear from particulate ingress
Songosongo,02/09/2020,63.67,44.53,19.51,0.27,1.25,1.66,2.8,2.48,0.64,2.48,0.28,0.12,Moderate,Moderate pitting observed
Iringa,12/09/2023,49.65,34.73,40.75,0.15,0.69,1.76,1.66,1.52,0.4,1.55,0.07,0.14,Low,Slight discoloration only
Morogoro,15/05/2021,88.78,62.09,6.52,1.29,0.11,0.76,0.07,0.42,1.26,0.3,0.1,0.38,Severe,Deep penetration corrosion
Pemba,09/08/2024,85.5,59.8,1.03,4.09,0.4,0.68,2.18,2.0,0.71,1.02,1.16,0.37,Severe,Significant wall thinning
Pwani,19/12/2023,66.76,46.69,16.84,1.28,0.61,3.72,2.98,1.83,0.78,2.06,1.87,0.56,Moderate,Moderate crevice corrosion
Njombe,28/09/2024,57.45,40.18,32.38,0.27,0.97,2.65,0.14,1.24,0.13,2.23,0.59,0.42,Low,Light surface scaling
Njombe,29/07/2020,75.29,52.66,16.45,1.41,0.6,2.47,0.23,1.27,0.44,0.18,0.9,0.7,Moderate,Erosive wear from particulate ingress
Iringa,24/03/2023,69.45,48.58,20.02,1.55,0.3,3.62,0.37,0.42,0.72,1.37,1.09,0.54,Moderate,Moderate crevice corrosion
Mbeya,03/07/2023,61.72,43.17,24.59,0.3,0.31,1.44,1.54,0.82,0.33,2.51,1.1,0.57,Low,Minimal corrosion activity
Kigoma,11/12/2023,77.24,54.02,11.92,3.43,0.51,1.51,1.09,0.34,1.21,0.93,0.62,0.19,Severe,Severe localized attack
Mbeya,28/02/2021,88.93,62.2,4.55,1.68,0.13,0.5,0.07,1.25,1.41,0.13,0.51,0.47,High,Advanced galvanic corrosion
Rukwa,09/09/2025,71.5,50.01,13.68,0.14,1.85,0.59,1.94,1.14,0.38,2.46,1.64,0.54,Moderate,Moderate pitting observed
Iringa,21/05/2022,80.44,56.26,3.01,4.47,0.39,4.83,2.01,1.54,0.64,1.0,0.53,0.78,Severe,Rapid corrosion propagation
Mtwara,25/09/2021,76.73,53.67,17.34,0.7,0.11,1.9,0.45,0.53,0.71,0.62,0.4,0.39,Moderate,Erosive wear from particulate ingress
Dodoma,29/05/2025,66.6,46.58,23.07,1.94,0.91,0.82,0.67,2.97,0.31,0.24,0.43,0.21,Moderate,Selective corrosion activity
Pwani,07/07/2022,91.11,63.72,9.46,1.32,0.05,0.2,0.1,0.5,1.4,0.1,0.05,0.05,High,Severe corrosion (oxidation and MIC)
Njombe,19/03/2021,58.01,40.57,36.07,0.66,0.31,0.16,1.04,1.5,0.22,0.13,0.18,0.66,Very Low,Stable protective coating
Madimba,05/12/2023,65.44,45.77,24.36,0.91,1.14,0.31,0.47,2.85,0.46,1.19,0.14,0.04,Moderate,Uniform corrosion with scaling
Rukwa,14/02/2024,50.65,35.42,40.29,0.48,0.14,1.21,1.62,0.91,0.08,1.34,1.86,0.28,Low,Protective oxide layer formation
Singida,15/04/2021,85.48,59.79,10.31,1.62,0.04,0.31,0.1,0.38,1.3,0.17,0.15,0.14,Severe,Significant wall thinning
Pwani,15/02/2023,55.4,38.75,38.34,0.47,0.36,1.41,0.36,0.34,0.38,0.78,0.75,0.45,Very Low,Excellent corrosion resistance
Kilifi,15/07/2022,86.04,60.18,4.52,3.93,0.33,0.57,0.49,1.03,0.88,0.65,0.6,0.29,High,Aggressive pitting corrosion
Zanzibar,23/10/2024,76.0,53.16,16.89,1.6,0.21,0.24,1.47,0.83,0.75,0.79,0.5,0.54,Moderate,General surface corrosion
Tanga,17/04/2020,58.86,41.17,39.42,0.41,0.05,0.36,0.05,0.43,0.12,0.12,0.08,0.1,Low,Light surface scaling
Ruvuma,31/12/2022,87.31,61.06,1.23,1.41,0.91,0.67,1.75,0.56,1.26,1.45,0.79,0.62,High,Severe intergranular attack
Madimba,28/04/2020,80.42,56.25,11.21,3.4,0.28,0.38,0.52,1.13,1.15,0.44,0.63,0.04,High,Aggressive pitting corrosion
Kagera,08/01/2022,57.35,40.11,41.54,0.24,0.02,0.11,0.05,0.25,0.32,0.08,0.03,0.03,Very Low,No significant deterioration
Mbeya,24/01/2023,55.03,38.49,36.31,1.02,0.6,1.1,0.23,2.87,0.14,0.23,0.65,0.08,Low,Slight discoloration only
Mtwara,19/06/2023,90.99,63.64,3.22,3.48,0.04,0.2,0.13,0.3,1.16,0.19,0.01,0.27,Severe,Deep penetration corrosion
Kagera,23/10/2023,76.83,53.73,14.89,1.89,0.49,2.18,0.06,0.65,0.27,0.25,0.38,0.08,Moderate,Moderate pitting observed
Njombe,08/12/2023,61.31,42.88,27.67,1.07,0.48,3.77,1.52,1.64,0.23,0.5,0.1,0.57,Moderate,Moderate crevice corrosion
Musoma,26/01/2020,85.75,59.97,3.06,2.64,0.5,1.85,0.09,1.88,1.1,0.84,0.29,0.17,High,Extensive uniform corrosion
Kagera,13/01/2022,53.47,37.4,40.84,0.73,0.12,1.15,0.33,1.78,0.15,0.15,0.74,0.26,Low,Minor surface oxidation
Musoma,09/08/2021,57.33,40.09,13.92,1.62,1.72,6.57,1.68,10.21,0.23,2.64,1.23,0.49,Moderate,Moderate crevice corrosion
Mbeya,29/06/2024,79.64,55.7,9.36,1.42,0.74,1.34,1.0,0.74,0.78,2.22,0.89,0.78,Severe,Significant wall thinning
Kagera,12/10/2020,85.24,59.62,5.45,4.15,0.3,1.31,0.54,0.65,0.65,0.56,0.03,0.05,High,Aggressive pitting corrosion
Kagera,04/08/2021,59.39,41.54,20.83,1.3,1.27,5.01,2.5,2.38,0.53,2.99,1.12,0.16,Moderate,General surface corrosion
Ruvuma,05/05/2020,76.57,53.55,16.1,0.5,0.38,0.99,0.14,2.02,0.25,1.22,0.37,0.28,Moderate,Uniform corrosion with scaling
Kigoma,10/01/2021,50.56,35.37,38.12,0.26,0.69,0.66,1.85,4.0,0.28,0.23,1.11,0.32,Low,Protective oxide layer formation
Mtwara,12/12/2025,75.09,52.52,3.39,2.72,0.25,6.67,2.52,0.59,1.22,2.52,1.26,0.02,Severe,Severe localized attack
Madimba,31/05/2022,89.46,62.57,9.04,2.77,0.05,0.2,0.1,0.5,0.5,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Madimba,20/03/2024,61.7,43.15,25.71,1.95,0.61,1.15,1.84,3.76,0.63,0.49,0.96,0.02,Moderate,General surface corrosion
Mwanza,15/09/2024,62.15,43.47,19.61,0.46,1.84,3.3,1.51,5.02,0.19,0.97,0.19,0.7,Moderate,General surface corrosion
Cyclone,01/02/2025,75.25,52.63,13.67,1.48,0.86,0.2,0.37,2.52,0.69,1.51,1.5,0.58,Moderate,Selective corrosion activity
Tabora,28/10/2023,72.62,50.79,16.17,1.19,0.04,1.7,2.12,0.36,0.74,0.93,0.14,0.52,Moderate,Erosive wear from particulate ingress
Dodoma,06/10/2021,86.04,60.18,4.5,2.68,0.1,0.86,0.91,0.34,0.68,0.4,1.44,0.72,High,Advanced galvanic corrosion
Lindi,24/02/2024,87.36,61.1,9.15,1.0,0.08,0.55,0.25,0.63,0.52,0.22,0.11,0.15,High,Aggressive pitting corrosion
Dodoma,30/06/2023,78.59,54.97,4.44,4.15,1.3,0.11,2.5,4.11,0.54,0.66,1.39,0.54,High,Severe intergranular attack
Mtwara,21/08/2023,77.47,54.18,13.77,0.48,0.76,2.22,1.71,0.52,0.53,0.16,0.57,0.14,Moderate,Moderate pitting observed
Madimba,13/12/2020,61.75,43.19,41.4,0.14,0.05,0.2,0.1,0.5,0.24,0.1,0.05,0.05,Low,Minor surface oxidation
Dar es Salaam,03/08/2020,43.58,30.48,37.61,0.98,1.16,0.78,2.73,6.1,0.22,2.55,1.64,0.44,Very Low,Passive corrosion behavior
Musoma,29/09/2021,67.89,47.49,21.1,0.78,1.41,1.19,0.38,1.91,0.32,0.9,0.77,0.6,Moderate,General surface corrosion
Singida,06/10/2021,55.89,39.09,41.42,1.15,0.09,0.12,0.28,0.31,0.3,0.15,0.06,0.22,Low,Minor surface oxidation
Rukwa,22/07/2020,91.57,64.05,6.76,4.01,0.05,0.2,0.1,0.5,1.4,0.1,0.05,0.05,Severe,Rapid corrosion propagation
Songosongo,30/11/2020,89.63,62.69,2.16,3.52,0.16,0.11,0.26,0.39,0.7,1.15,1.12,0.48,Severe,Rapid corrosion propagation
Musoma,19/01/2023,44.89,31.39,44.57,0.27,0.68,4.52,1.46,0.4,0.35,0.21,1.04,0.18,Low,Acceptable corrosion rates
Iringa,19/12/2024,93.84,65.64,3.34,3.3,0.05,0.2,0.1,0.5,0.8,0.1,0.05,0.05,Severe,Significant wall thinning
Kilifi,02/10/2024,68.91,48.19,20.87,1.37,0.06,0.31,0.98,3.05,0.38,1.3,1.17,0.66,Moderate,Moderate pitting observed
Arusha,12/06/2025,55.3,38.68,17.47,0.44,1.63,5.25,0.93,10.21,0.3,2.8,0.58,0.31,Moderate,Moderate pitting observed
Dar es Salaam,15/12/2024,45.23,31.64,42.56,0.78,0.86,4.48,2.44,0.49,0.3,0.76,0.7,0.37,Low,Slight discoloration only
Bukoba,23/08/2024,70.12,49.05,13.68,0.54,2.4,2.73,1.68,2.02,0.17,0.95,0.59,0.36,Moderate,Uniform corrosion with scaling
Njombe,23/01/2023,63.21,44.21,32.21,0.48,0.08,1.41,0.58,1.06,0.17,0.3,0.16,0.29,Low,Acceptable corrosion rates
Tabora,01/06/2022,89.16,62.36,1.13,2.46,0.26,1.04,0.24,2.48,0.97,0.12,1.18,0.8,High,Severe intergranular attack
Dodoma,29/09/2025,89.59,62.66,7.5,2.87,0.05,0.2,0.1,0.5,0.99,0.1,0.05,0.05,High,Aggressive pitting corrosion
Musoma,11/04/2021,83.38,58.32,2.34,3.28,0.77,3.09,0.83,3.5,0.69,0.13,0.84,0.34,Severe,Significant wall thinning
Musoma,14/11/2023,62.65,43.82,21.73,0.16,0.01,4.23,3.0,0.85,0.52,2.6,1.59,0.29,Moderate,Selective corrosion activity
Njombe,26/10/2024,64.0,44.76,28.97,0.83,0.18,1.03,1.22,1.33,0.19,0.51,0.81,0.68,Very Low,Stable protective coating
Pwani,30/03/2021,70.36,49.21,20.47,0.21,0.95,2.61,0.74,0.39,0.18,1.52,0.22,0.58,Moderate,Moderate crevice corrosion
Kagera,06/03/2023,57.58,40.27,21.75,1.34,0.17,3.13,2.97,7.01,0.49,1.22,0.95,0.15,Moderate,General surface corrosion
Iringa,16/06/2025,70.94,49.62,13.56,0.99,0.18,4.57,2.38,0.73,0.45,2.45,1.07,0.46,Moderate,Moderate pitting observed
Bukoba,28/11/2025,87.55,61.23,5.8,1.34,0.03,1.28,0.16,1.27,1.12,0.57,0.53,0.37,High,Severe intergranular attack
Arusha,17/06/2023,71.9,50.29,12.66,0.24,0.94,3.93,0.69,0.8,0.22,2.59,1.39,0.53,Moderate,General surface corrosion
Mtwara,05/07/2020,60.59,42.38,24.75,0.75,0.64,4.84,0.2,1.58,0.53,1.92,1.47,0.74,Moderate,Moderate crevice corrosion
Cyclone,22/06/2022,83.84,58.64,9.87,1.36,0.5,1.33,0.3,0.4,0.91,0.13,0.4,0.23,Severe,Critical stress corrosion cracking
Kagera,06/06/2024,92.72,64.85,8.57,0.8,0.05,0.2,0.1,0.5,1.24,0.1,0.05,0.05,Severe,Severe localized attack
Singida,12/08/2020,44.58,31.18,38.16,0.12,1.24,6.47,2.33,0.99,0.35,1.04,0.01,0.75,Low,Light surface scaling
Madimba,01/02/2020,69.27,48.45,20.98,1.36,0.58,2.59,0.74,1.99,0.71,0.24,0.63,0.56,Moderate,General surface corrosion
Mwanza,17/04/2022,76.5,53.51,3.63,2.39,0.87,5.34,1.06,5.35,1.09,1.48,0.94,0.2,High,Extensive uniform corrosion
Njombe,19/05/2023,77.31,54.07,22.28,1.98,0.05,0.2,0.1,0.5,0.73,0.1,0.05,0.05,Moderate,Selective corrosion activity
Pwani,15/05/2022,64.23,44.92,33.48,0.85,0.09,0.32,0.22,0.39,0.06,0.13,0.04,0.18,Low,Acceptable corrosion rates
Kagera,16/07/2021,66.18,46.29,16.74,1.62,0.07,3.2,2.4,3.32,0.21,2.45,1.19,0.55,Moderate,Erosive wear from particulate ingress
Tabora,12/11/2022,82.68,57.83,8.98,2.96,0.08,0.69,0.68,1.31,1.1,0.18,0.14,0.71,High,Aggressive pitting corrosion
Dodoma,31/03/2023,57.06,39.91,30.65,0.29,0.56,1.0,0.89,2.85,0.37,2.55,1.18,0.37,Very Low,Optimal material performance
Songosongo,05/09/2023,60.14,42.06,23.49,1.4,0.31,4.27,2.1,4.68,0.33,0.32,1.53,0.17,Moderate,General surface corrosion
Mbeya,06/05/2021,59.83,41.85,29.19,0.4,0.43,1.22,2.0,3.56,0.21,0.92,0.44,0.2,Very Low,Stable protective coating
Mtwara,01/02/2020,65.28,45.66,19.87,1.83,1.16,4.08,1.08,2.27,0.48,0.62,1.2,0.48,Moderate,Moderate crevice corrosion
Songosongo,30/07/2025,58.94,41.23,26.88,0.81,0.18,4.05,1.82,4.21,0.44,1.03,0.94,0.65,Moderate,Moderate crevice corrosion
Zanzibar,29/10/2024,75.3,52.67,9.56,4.33,0.47,1.12,2.89,0.59,1.24,1.04,1.68,0.08,Severe,Critical stress corrosion cracking
Bukoba,20/12/2021,77.34,54.1,16.66,0.76,0.36,0.78,0.62,1.52,0.54,0.54,0.1,0.78,Moderate,Moderate pitting observed
Shinyanga,13/06/2021,71.63,50.1,19.79,1.19,0.2,0.44,1.02,1.26,0.6,0.9,1.67,0.19,Moderate,Erosive wear from particulate ingress
Tanga,06/04/2024,58.91,41.2,19.66,1.87,0.69,5.9,1.14,5.77,0.37,1.1,1.85,0.56,Moderate,General surface corrosion
Pwani,21/12/2025,54.7,38.25,43.49,1.06,0.01,0.17,0.09,0.28,0.07,0.09,0.01,0.03,Low,Acceptable corrosion rates
Songosongo,31/07/2022,72.68,50.84,17.84,1.74,1.08,1.44,0.78,0.61,0.49,0.41,0.27,0.51,Moderate,Moderate pitting observed
Tanga,11/08/2025,93.24,65.21,2.94,3.73,0.05,0.2,0.1,0.5,1.3,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Bukoba,21/12/2023,61.9,43.29,39.2,0.85,0.05,0.2,0.1,0.5,0.08,0.1,0.05,0.05,Low,Minor surface oxidation
Madimba,22/10/2020,73.89,51.68,12.46,1.74,0.08,3.32,2.06,0.48,0.76,0.32,1.57,0.31,Moderate,Uniform corrosion with scaling
Shinyanga,14/06/2024,55.51,38.82,33.86,1.02,0.82,3.24,1.32,0.35,0.11,1.23,0.67,0.11,Low,Acceptable corrosion rates
Morogoro,22/06/2020,85.91,60.08,11.27,3.08,0.05,0.2,0.1,0.5,1.42,0.1,0.05,0.05,High,Aggressive pitting corrosion
Morogoro,21/11/2024,61.85,43.26,22.89,1.99,1.0,2.1,2.67,3.01,0.42,1.03,1.53,0.66,Moderate,Uniform corrosion with scaling
Iringa,17/03/2020,92.1,64.41,2.26,2.23,0.24,0.18,0.11,0.57,1.33,0.16,0.35,0.17,Severe,Rapid corrosion propagation
Kigoma,26/02/2025,80.63,56.39,6.38,3.73,1.01,1.22,1.83,1.41,1.2,0.15,0.95,0.35,Severe,Severe localized attack
Kilifi,14/11/2020,57.82,40.44,27.76,1.08,0.67,2.05,1.88,3.85,0.3,0.51,1.96,0.16,Moderate,Uniform corrosion with scaling
Njombe,06/07/2023,68.24,47.73,21.84,1.17,0.33,3.57,1.45,0.35,0.48,0.28,1.06,0.78,Moderate,Selective corrosion activity
Pemba,24/10/2024,82.54,57.73,6.06,2.26,0.45,0.18,0.43,1.06,1.12,1.18,1.53,0.09,High,Severe intergranular attack
Pwani,14/07/2024,83.76,58.59,11.86,1.29,0.09,0.67,0.37,0.67,0.77,0.21,0.1,0.23,High,Aggressive pitting corrosion
Shinyanga,06/09/2024,60.36,42.21,19.08,0.66,0.09,6.77,2.58,3.98,0.37,2.04,0.5,0.7,Low,Minor surface oxidation
Njombe,31/03/2023,84.16,58.86,2.93,2.43,1.32,0.85,1.91,1.0,1.47,0.59,0.03,0.01,Severe,Metal loss in carbon steel
Arusha,16/04/2021,66.23,46.32,19.91,0.41,0.19,0.14,2.93,4.67,0.42,1.36,0.1,0.44,Moderate,Erosive wear from particulate ingress
Dodoma,17/07/2024,40.37,28.24,38.83,1.02,0.83,7.51,1.98,2.36,0.26,2.91,1.64,0.65,Low,Protective oxide layer formation
Kilifi,26/03/2020,77.17,53.98,24.3,0.14,0.05,0.2,0.1,0.5,0.78,0.1,0.05,0.05,Moderate,Erosive wear from particulate ingress
Dodoma,23/08/2023,69.91,48.89,24.18,1.17,0.17,1.22,0.25,1.09,0.71,0.21,0.45,0.16,Moderate,General surface corrosion
Iringa,04/12/2021,64.06,44.81,12.59,1.61,1.12,7.32,2.15,5.6,0.58,1.95,1.22,0.24,Moderate,General surface corrosion
Bukoba,27/02/2025,89.95,62.91,8.82,2.37,0.05,0.2,0.1,0.5,1.35,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Kigoma,22/01/2024,94.05,65.78,5.64,2.0,0.05,0.2,0.1,0.5,0.52,0.1,0.05,0.05,High,Severe corrosion (oxidation and MIC)
Dodoma,26/12/2020,60.3,42.17,34.75,0.44,0.19,0.34,0.34,1.39,0.28,0.44,0.9,0.62,Low,Light surface scaling
Mwanza,23/11/2024,75.22,52.61,24.57,0.76,0.05,0.2,0.1,0.5,0.3,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Musoma,09/03/2021,84.13,58.84,4.01,1.2,0.66,0.34,1.72,3.02,0.84,1.39,1.23,0.15,Severe,Metal loss in carbon steel
Morogoro,23/09/2022,76.65,53.61,21.78,1.26,0.05,0.2,0.1,0.5,0.63,0.1,0.05,0.05,Moderate,Moderate crevice corrosion
Mtwara,19/11/2024,71.11,49.74,12.17,1.84,1.28,2.95,2.56,1.47,0.72,2.38,1.88,0.36,Moderate,Selective corrosion activity
Morogoro,28/06/2024,63.98,44.75,18.91,0.77,0.95,5.07,2.2,3.3,0.63,0.14,0.88,0.37,Moderate,General surface corrosion
Madimba,16/11/2025,85.95,60.12,8.84,4.08,-0.02,0.1,0.05,0.11,1.01,0.09,-0.02,0.01,Severe,Metal loss in carbon steel
Dodoma,18/11/2020,70.24,49.12,17.15,0.63,0.86,2.01,1.32,3.34,0.37,1.21,0.16,0.62,Moderate,General surface corrosion
Lindi,09/06/2024,70.39,49.23,18.55,0.72,0.15,1.57,1.81,3.94,0.3,0.59,0.61,0.04,Moderate,Uniform corrosion with scaling
Musoma,24/06/2023,91.37,63.91,7.71,3.49,0.05,0.2,0.1,0.5,1.04,0.1,0.05,0.05,High,Advanced galvanic corrosion
Bukoba,22/10/2023,80.56,56.35,7.4,3.68,0.23,2.27,0.56,2.33,1.47,0.22,0.55,0.62,High,Severe intergranular attack
Kigoma,26/06/2022,45.2,31.61,41.62,0.29,0.32,1.31,1.1,3.51,0.1,2.59,0.2,0.06,Very Low,Stable protective coating
Zanzibar,26/09/2023,69.76,48.79,23.04,0.72,0.1,1.69,0.95,2.2,0.19,0.55,0.2,0.6,Moderate,Moderate pitting observed
Arusha,19/11/2021,64.37,45.02,38.03,0.62,0.05,0.2,0.1,0.5,0.29,0.1,0.05,0.05,Low,Slight discoloration only
Kilifi,08/11/2020,79.31,55.47,10.69,3.59,0.25,2.34,0.78,1.0,0.59,0.26,0.29,0.4,Severe,Metal loss in carbon steel
Iringa,21/09/2025,61.42,42.96,24.46,1.38,1.28,4.55,0.7,1.0,0.72,1.04,0.91,0.17,Moderate,Selective corrosion activity
Kigoma,12/04/2021,43.92,30.72,44.92,0.92,0.66,2.42,1.43,3.51,0.33,0.17,0.41,0.74,Low,Minimal corrosion activity
